id,name_ru,name_en,skill,coach,how,fixes,level,home_safe,url,video_title,match,same_video_as_old_catalog
N-RG-12,Поиск микста по шагам,Find Your Mix Voice (step-by-step),REGISTER,Justin Stoney,"Выполняйте серию упражнений по порядку: первые шаги в части 1, последние четыре шага в части 2 (Ep. 115). Не переходите к следующему шагу, пока предыдущий не получается свободно.","Нет микста: на переходе либо тянется грудной, либо звук уходит в фальцет.",средний,да,https://www.youtube.com/watch?v=pYsO7HX84P8,"Ep. 114 ""Find Your Mix Voice"" Part 1 - Voice Lessons To The World",видео целиком об этом упражнении,
N-RG-13,Гаммы для укрепления головного голоса,Head Voice Strengthening Scales,REGISTER,Ken Tamplin,"Пойте гаммы в головном голосе вместе с видео и постепенно добавляйте звуку плотность и опору, не переходя в крик.","Слабый, тонкий, «дырявый» головной голос; громкость проваливается наверху.",средний,да,https://www.youtube.com/watch?v=G_bZEbZeRac,Voice Lessons - Head Voice Exercises - How To Strengthen Head Voice - Ken Tamplin Vocal Academy,видео целиком об этом упражнении,
N-RG-14,Мощный грудной голос,How To Get Powerful Chest Voice,REGISTER,Ken Tamplin,"Выполняйте упражнения урока: плотный грудной звук в удобной нижней и средней части диапазона, с опорой и без подъёма гортани. Громкость добавляйте постепенно.","Слабый, придыхательный грудной регистр; нет опоры внизу и в середине.",начальный,после показа педагогом,https://m.youtube.com/watch?v=X1TSD41tDtU,How To Get Powerful Chest Voice - EASY - Ken Tamplin Vocal Academy,видео целиком об этом упражнении,
N-RG-15,Стирание регистрового «перелома»,Erasing a Vocal Break (Singing Basics 7),REGISTER,Kevin Richards,"Проходите первый переход, постепенно смещая ощущение резонанса из горла в рот, а затем в голову. Громкость не прибавляйте.","Слышный «перелом», скачок между грудным и головным голосом.",средний,да,https://www.youtube.com/watch?v=Wdbj9YT1w90,Singing Basics 7 - Erasing a Vocal Break - Vocal Lessons with Kevin Richards,видео целиком об этом упражнении,
N-RG-16,Мышечная тренировка микста,Muscle Conditioning Your Mix Voice,REGISTER,Madeleine Harvey,"Регулярно выполняйте упражнения из видео, которые укрепляют координацию микста на переходе. Начинайте тихо, силу добавляйте постепенно.","Слабый или нестабильный микст, провал на переходе.",средний,после показа педагогом,https://www.youtube.com/watch?v=Jp582yOEkQk,Muscle Conditioning Your Mix Voice,видео целиком об этом упражнении,
N-RE-01,Упражнения против гнусавости,Fix Nasal Singing: Easy Exercises,RESONANCE,Dr Dan Robinson,"Выполняйте простые упражнения из видео, чтобы научиться управлять мягким нёбом. Сравнивайте ротовое и носовое звучание, например, зажимая нос на гласных.",Слишком гнусавый (гиперназальный) звук при пении.,начальный–средний,да,https://www.youtube.com/watch?v=r4WfJIS-Df8,Fix Nasal Singing: Easy Exercises to Try Now | #DrDan,видео целиком об этом упражнении,
N-RE-02,Головной голос «в маску» без придыхания,"Strengthen Head Voice (forward, mask placement)",RESONANCE,Felicia Ricci,"Пойте в головном голосе, направляя звук вперёд, в «маску» лица. Меняйте гласные, как показано в видео, убирайте лишний воздух и сохраняйте пространство во рту.","Придыхательный, рассеянный, слабый головной голос.",средний,да,https://www.youtube.com/watch?v=3b5ak_joYjc,Strengthen Head Voice & Sing with POWER - Felicia Ricci,видео целиком об этом упражнении,
N-RE-03,«НГ» для поиска резонанса в маске,Use NG to Find Mask Resonance,RESONANCE,Felicia Ricci,"Потяните звук на «нг» и почувствуйте вибрацию в области носа и лица. Затем раскройте «нг» в гласную и сохраните это ощущение, переходя к пению. В отличие от «нг»-сирены из каталога, цель здесь резонанс, а не растяжка связок.","Звук «в горле», нет яркости и лёгкости.",начальный,да,https://www.youtube.com/watch?v=3A_BtIXhOCw,"Voices Lessons: Use the ""NG"" to Find Mask Resonance & Make Singing Easier",видео целиком об этом упражнении,
N-RE-04,Мимика и лицо: как лицо влияет на звук,How Your Face Influences Your Voice,RESONANCE,Freya Casey,"Пойте фразу с разным выражением лица (лёгкая улыбка, приподнятые скулы, нейтральное лицо) и сравните тембр. Закрепите положение, при котором звук ярче и свободнее.","Тусклый тембр, зажатое или «мёртвое» лицо при пении.",начальный,да,https://www.youtube.com/watch?v=9_FTx2E1Zk0,Freya's Singing Tips: How Your FACE Influences Your VOICE,упражнение внутри распевки,
N-RE-05,Резонансное упражнение на слог «Мэй»,Resonance Vocal Exercise (on 'May'),RESONANCE,Jacobs Vocal Academy,"Пойте за фортепиано гамму на слог «мэй»: «м» задаёт вибрацию в маске, а открытая «эй» сохраняет её. Есть второй вариант паттерна на тот же слог.","Глухой, «задний» звук; нет яркости и опоры в маске.",начальный,да,https://www.youtube.com/watch?v=EY9Xy8CdYlc,Resonance Vocal Exercise (On May),видео целиком об этом упражнении,
N-RE-06,Ежедневный комплекс на резонанс,Daily Vocal Resonance Exercises,RESONANCE,Jacobs Vocal Academy,Выполняйте каждый день вместе с видео подборку резонансных упражнений под фортепиано.,"Тусклый тембр, слабая проекция.",начальный–средний,да,https://www.youtube.com/watch?v=9tIeMkEeJRo,Daily Vocal Resonance Exercises For Singers,упражнение внутри распевки,
N-RE-07,«Волшебная» гласная И,The Magic EE Vowel,RESONANCE,Justin Stoney,"Пойте фразы на звонкую, собранную «И»: она легко даёт смыкание и яркость. Затем сохраняйте то же ощущение, переходя на другие гласные.","Звук глухой или с придыханием, мало звонкости и смыкания.",начальный,да,https://www.youtube.com/watch?v=IKCe0_ukl8E,"Ep. 54 ""The Magic EE Vowel"" - Voice Lessons To The World",видео целиком об этом упражнении,
N-RE-08,Открытая гласная «О»,The Open 'Oh' Vowel,RESONANCE,Justin Stoney,"Пойте фразы на открытую, округлую «О» с высоким мягким нёбом и свободным горлом. Не «сжимайте» гласную губами.","Узкий, плоский звук, закрытое горло на округлых гласных.",начальный,да,https://www.youtube.com/watch?v=4MGTAjklUQ4,"Ep. 61 ""The Open ""Oh"" Vowel"" - Voice Lessons To The World",видео целиком об этом упражнении,
N-RE-09,Резонанс в головном голосе,Head Voice Resonance,RESONANCE,Ken Tamplin,"Пойте в головном голосе и направляйте звук вперёд, добиваясь звонкости, а не воздушности. Приёмы показаны в уроке.","Глухой, «пустой» головной голос без звонкости и полётности.",средний,да,https://www.youtube.com/watch?v=FLzh8TwNeAk,Head Voice Resonance - How To Sing Tutorial - Ken Tamplin Vocal Academy,видео целиком об этом упражнении,
N-RE-10,Расширение диапазона с силой и полётностью,Extend Your Vocal Range with Power & Projection,RESONANCE,Madeleine Harvey,"Выполняйте упражнения из видео: поднимайтесь по диапазону, сохраняя яркий, «летящий» звук с опорой и не зажимая горло.","Голос не «летит», теряет силу при расширении диапазона.",средний,после показа педагогом,https://www.youtube.com/watch?v=6r07Gn87kWE,Extend Your Vocal Range - Sing with Power & Projection,видео целиком об этом упражнении,
N-ST-01,10 любимых поп-упражнений Бретта Мэннинга,Brett Manning's Top 10 Pop Exercises,STYLE,Brett Manning (Singing Success),"Пойте вместе с видео подборку из 10 упражнений для поп-вокала. Упражнения, которые уже есть в каталоге (nay, mum, gee), можно пропускать.","Нет поп-звучания, слабый микст.",средний,да,https://www.youtube.com/watch?v=mYaicBcsUAI,Brett Manning's Top 10 Pop Exercises - Singing Success,упражнение внутри распевки,да
N-ST-02,Динамичный микст: краски и громкость в миксте,Dynamic Mixed Voice,STYLE,Chris Liepe,"Пойте фразы в миксте и меняйте громкость и окраску: тише и мягче, ярче и плотнее. Связь регистров при этом не теряйте.","Микст звучит плоско и однообразно, нет динамики.",средний,да,https://www.youtube.com/watch?v=_3oFW6774BA,What's MISSING from Your Mixed Voice... (And How to Make It WAY More Dynamic & Interesting),видео целиком об этом упражнении,
N-ST-03,Последняя нота: как завершение фразы помогает петь лучше,How The Last Note Can Help You Sing Better,STYLE,Freya Casey,"Отработайте окончания фраз: последняя нота звучит с опорой до конца, чисто по интонации и снимается осознанно.","Скомканные, «провисающие» окончания фраз, опора теряется в конце.",начальный–средний,да,https://www.youtube.com/watch?v=7D_vSN4r2hU,Freya's Singing Tips: How The LAST NOTE Can Help You Sing Better,упражнение внутри распевки,
N-ST-04,Хрипотца (rasp) без вреда для голоса,How to Sing Raspy Without Killing Your Voice,STYLE,Freya Casey,"Добавляйте хрипотцу коротко и дозированно, как показано в видео: эффект создаётся без пережима связок. При осиплости или боли сразу остановитесь.","Хрип через зажим связок, осиплость после пения с хрипотцой.",продвинутый,только с педагогом,https://www.youtube.com/watch?v=8l_XW5l-oPI,Freya's Singing Tips: How to sing RASPY without KILLING your VOICE,упражнение внутри распевки,
N-ST-05,Рифы в стиле Арианы Гранде (начальный),Ariana Grande Type Riffs and Runs (Beginner),STYLE,Jacobs Vocal Academy,"Повторяйте за фортепиано поп- и R&B-мелизмы в стиле Арианы Гранде: лёгкий звук, точные ноты, темп постепенно растёт.",Нет стилевой лексики поп- и R&B-мелизмов.,начальный–средний,да,https://www.youtube.com/watch?v=iuHXUaj_sZA,Ariana Grande Type Riffs and Runs Vocal Exercise (Beginner),видео целиком об этом упражнении,
N-ST-06,Высота гортани и стиль,Larynx And Style,STYLE,Justin Stoney,"Спойте одну фразу с разной высотой гортани: низкой (классика), нейтральной (мюзикл) и более высокой (поп). Сравните тембр и подберите положение под стиль песни.","Один и тот же тембр во всех стилях, не хватает стилистической гибкости.",продвинутый,после показа педагогом,https://www.youtube.com/watch?v=drg3bis9e6o,"Ep. 4 ""Larynx And Style"" - Voice Lessons To The World",видео целиком об этом упражнении,
N-ST-07,Фактуры вибрато и их применение,Vibrato textures and how to use them,STYLE,Ken Tamplin,"Отработайте разные фактуры вибрато, показанные в видео, и решите, где в песне петь прямо, а где включать тот или иной тип вибрато.","Однообразное вибрато; нет выбора, когда его включать.",продвинутый,да,https://www.youtube.com/watch?v=5IoNZbJzB6I,Sexy Vibrato! How To Get It! How To Use It To Your Advantage! Ken Tamplin Vocal Academy 4K,видео целиком об этом упражнении,
N-ST-08,Белт и удержание высокой ноты,How To Belt And Hold A Note,STYLE,Ken Tamplin,"Возьмите высокую ноту белтом и удержите её с опорой, не сжимая горло к концу ноты. Длительность наращивайте постепенно.",Высокая нота срывается или сжимается к концу.,продвинутый,только с педагогом,https://www.youtube.com/watch?v=gCrmN0BySz4,How To Belt And Hold A Note - Sustaining High Notes - Vocal Tutorial - Ken Tamplin Vocal Academy,видео целиком об этом упражнении,
N-ST-09,Цепочка фрай → гроул → дисторшн → хрипотца,Fry → Growl → Distortion → Rasp,STYLE,Ken Tamplin,"Шаг за шагом переходите от вокального фрая к гроулу, дисторшну и хрипотце. Эффект создаётся над связками, а не их пережатием. При боли или осиплости сразу прекратите.","Грубый «рваный» звук, который травмирует связки; нет контроля над эффектом.",продвинутый,только с педагогом,https://www.youtube.com/watch?v=QZbxAk1AE6E,How to Sing with Fry - Growl - Distortion - Rasp - Ken Tamplin Vocal Academy,видео целиком об этом упражнении,
N-ST-10,Пение с чувством: эмоциональная подача,Singing With Feeling (Tutorials Ep.40),STYLE,Tara Simon,"Спойте фразу из песни, продумав её смысл и эмоцию. Меняйте динамику, акценты и окраску звука, как показано в видео.","Поёт технично, но «плоско» и без эмоций.",средний,да,https://www.youtube.com/watch?v=5priqAePak0,Singing With Feeling! | Tutorials Ep.40 | Vocal Style,видео целиком об этом упражнении,
N-VI-01,Можно ли научиться вибрато: практические примеры,Can vibrato be learned? (practical examples),VIBRATO,Cheryl Porter,"Повторяйте за коучем примеры: тяните ноту свободно, без зажима, и дайте звуку естественно покачиваться, не «трясите» его искусственно. Видео на итальянском, примеры понятны по показу.","Прямой «плоский» звук без вибрато или зажатое, искусственное вибрато.",средний,да,https://www.youtube.com/watch?v=729NrN89T60,"Si può ""imparare"" il VIBRATO nel canto? vocal coach Cheryl Porter",видео целиком об этом упражнении,
N-VI-02,Поиск естественного вибрато,Natural vibrato finder,VIBRATO,Chris Liepe,"Тяните ноту свободно, отпустите челюсть, язык и шею и дайте вибрато появиться самому, не изображая его искусственно.",Искусственное или зажатое вибрато либо полное его отсутствие.,начальный,да,https://www.youtube.com/watch?v=_n0tKwZGfcQ,The ONLY Way To Find Natural Vibrato (Nothing else really works),видео целиком об этом упражнении,
N-VI-03,Прямой звук против вибрато: переключение по желанию,Straight Tone vs. Vibrato,VIBRATO,Freya Casey,"На одной ноте чередуйте прямой звук и вибрато: сначала прямо, потом включите вибрато, потом снова прямо. Учитесь включать и выключать вибрато по желанию.",Не получается управлять вибрато: оно «заблокировано» или неконтролируемое.,средний,да,https://www.youtube.com/watch?v=Q63i_P-PQaE,Freya's Singing Tips: STRAIGHT TONE vs. VIBRATO,упражнение внутри распевки,
N-VI-04,Скорости вибрато,Vibrato Speeds,VIBRATO,Justin Stoney,"На долгой ноте намеренно меняйте скорость вибрато: медленнее, быстрее, снова медленнее. Задача научиться управлять вибрато, а не пускать его на самотёк.","Вибрато слишком медленное («качается») или слишком быстрое («блеет»), скорость не управляется.",средний,да,https://www.youtube.com/watch?v=mzJ-tZSrhjg,"Ep. 6 ""Vibrato Speeds"" - Voice Lessons To The World",видео целиком об этом упражнении,
N-VI-05,Урок вибрато: как запустить вибрато,How To Do Vibrato (Ken Tamplin),VIBRATO,Ken Tamplin,"Повторяйте за Тамплином долгую ноту и постепенно запускайте естественное колебание высоты, без «тряски» челюстью или животом.",Прямой звук без вибрато; «тряска» вместо естественного вибрато.,начальный,да,https://www.youtube.com/watch?v=JHbMvgIhE3w,How To Do Vibrato - Ken Tamplin Voice Lesson - Ken Tamplin Vocal Academy,видео целиком об этом упражнении,
N-VI-06,Вибрато на резонансе,Vibrato With Resonance,VIBRATO,Ken Tamplin,"Тяните ноту с вибрато и при этом сохраняйте яркую резонансную позицию. Тембр не должен тускнеть, пока звучит вибрато.","Вибрато «съедает» тембр, звук теряет яркость на долгих нотах.",средний,да,https://www.youtube.com/watch?v=AorKMnKgTw8,How To Do Vibrato With Resonance - Ken Tamplin Vocal Academy,видео целиком об этом упражнении,
N-WU-01,10-минутная ежедневная распевка Шерил Портер (для всех уровней),Cheryl Porter's 10 Minute Daily Vocal Workout,WARMUP,Cheryl Porter,Каждый день пойте вместе с видео 10-минутный комплекс любимых упражнений из её курса. Для продвинутых есть отдельная версия ADVANCED.,"Нет ежедневной распевки, голос не разогрет перед пением.",начальный,да,https://www.youtube.com/watch?v=9dVW9E40-Gw,Cheryl Porter's 10 Minute Daily VOCAL WORKOUT (For Singing All Levels!),упражнение внутри распевки,
N-WU-02,Простая распевка перед каждым пением,Do this EVERY TIME before you sing (Dr Dan),WARMUP,Dr Dan Robinson,"Выполняйте перед каждым пением базовую распевку из видео, без сложных упражнений. У Dr Dan есть также 10-минутная версия, которую можно петь вместе с видео.","Пение без разогрева, голос «не проснулся».",начальный,да,https://www.youtube.com/watch?v=feBm38H1q4A,Do this EVERY TIME before you sing! | Vocal Warm Up | #DrDan,видео целиком об этом упражнении,
N-WU-03,Упражнения для абсолютных новичков,Singing Exercises for Absolute Beginners,WARMUP,Dr Dan Robinson,"Пройдите вместе с видео базовый набор упражнений для первых занятий: дыхание, мягкий звук, простые гаммы.","Новичок не знает, с чего начать заниматься вокалом.",начальный,да,https://www.youtube.com/watch?v=nhvEDm7luno,Singing exercises for ABSOLUTE Beginners | #DrDan,упражнение внутри распевки,
N-WU-04,Продвинутая распевка Фреи Кейси,Freya's Advanced Warm-Up Routine,WARMUP,Freya Casey,Пройдите вместе с видео готовую последовательность упражнений перед сложным репертуаром.,Голос недостаточно разогрет для сложного репертуара.,продвинутый,да,https://www.youtube.com/watch?v=ZLWHNKtnlms,Freya's Singing Tips: Advanced Warm Up Routine (Exercises),видео целиком об этом упражнении,
N-WU-05,Быстрая 5-минутная распевка,Quick 5-Minute Warm-Up,WARMUP,Freya Casey,"Выполните вместе с видео короткую последовательность на 5 минут, когда нет времени на полную распевку.",Нет времени на полную распевку перед выступлением.,начальный,да,https://www.youtube.com/watch?v=WqGEi7R1V78,Freya's Singing Tips: Quick 5-Minute WARM-UP,видео целиком об этом упражнении,
N-WU-06,Профессиональная распевка-тренировка Кена Тамплина (пой вместе),Professional Vocal Warm Up (Ken Tamplin),WARMUP,Ken Tamplin,"Пойте вместе с видео полную распевку. Верхние гаммы пропускайте, если они выше вашего комфортного диапазона.",Нет системной ежедневной разминки.,средний,да,https://www.youtube.com/watch?v=1llyljAE7rI,Professional Vocal Warm Up - Vocal Workout - Ken Tamplin Vocal Academy,упражнение внутри распевки,да
